slug,post_id,edited_at_jst,pool_class,edit_type,source,chars_delta,links_before,links_after,added_link_targets,removed_link_targets,title_changed,title_before,title_after,links_before_all,links_after_all,note
agentforce-for-sales-sdr-sales-coach,6234,2026-09-11T18:00:37+09:00,統計46,逆リンク追記,publish_followup,103,10,11,agentforce-proposal-review,,0,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,10,11,内部リンクが増え、増えた字数がリンク1本あたり200字以内
tableau-ai,6827,2026-09-11T18:06:55+09:00,統計46,その他,一括スクリプト,0,11,11,,,0,【2026年8月時点】Tableau AIとは？Pulseで変わるKPI監視と導入条件を解説,【2026年8月時点】Tableau AIとは？Pulseで変わるKPI監視と導入条件を解説,32,32,本文の字数が変わらない保存／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-mcp,6645,2026-09-11T18:07:26+09:00,統計46,その他,一括スクリプト,-5,15,15,,,0,【2026年8月時点】Salesforce MCPとは？Agentforceの境界設計と接続方式,【2026年8月時点】Salesforce MCPとは？Agentforceの境界設計と接続方式,31,31,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-usecase-selection,6646,2026-09-11T18:07:56+09:00,統計46,その他,一括スクリプト,-2,15,15,,,0,Agentforceのユースケースの選び方は？どの業務から始めるかを決める5つの判断軸,Agentforceのユースケースの選び方は？どの業務から始めるかを決める5つの判断軸,15,15,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-pricing,6194,2026-09-11T18:08:19+09:00,pricing,その他,一括スクリプト,-12,12,12,,,0,【2026年最新】Agentforce料金・ライセンス｜Flex Creditsと従量課金の違い,【2026年最新】Agentforce料金・ライセンス｜Flex Creditsと従量課金の違い,15,15,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-guide,6698,2026-09-11T18:09:33+09:00,ピラー,その他,一括スクリプト,-1,56,56,,,0,【2026年8月時点】Agentforceとは？仕組み・料金・導入判断までをまとめて解説します,【2026年8月時点】Agentforceとは？仕組み・料金・導入判断までをまとめて解説します,61,61,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
buyer-enablement,6724,2026-09-11T18:11:13+09:00,統計46,その他,一括スクリプト,3,5,5,,,0,バイヤーイネーブルメントとは？AIで購買体験を変える設計と成熟度4段階,バイヤーイネーブルメントとは？AIで購買体験を変える設計と成熟度4段階,7,7,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-retention,6260,2026-09-11T18:11:53+09:00,統計46,その他,一括スクリプト,-23,11,11,,,0,【失敗パターンから学ぶ】Agentforce定着ガイドと3ヶ月のロードマップ,【失敗パターンから学ぶ】Agentforce定着ガイドと3ヶ月のロードマップ,11,11,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-for-sales-sdr-sales-coach,6234,2026-09-11T18:13:17+09:00,統計46,その他,一括スクリプト,36,11,11,,,0,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,11,11,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-for-sales-sdr-sales-coach,6234,2026-09-11T18:14:24+09:00,統計46,その他,一括スクリプト,-3,11,11,,,0,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,11,11,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentic-crm-pipeline-stagnation-detection,6406,2026-09-11T18:15:27+09:00,統計46,その他,一括スクリプト,-2,4,4,,,0,【2026年最新】Agentic CRMでパイプラインの停滞商談を自律検知する設計と手順,【2026年最新】Agentic CRMでパイプラインの停滞商談を自律検知する設計と手順,4,4,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-features,6541,2026-09-11T18:16:39+09:00,統計46,その他,一括スクリプト,1,14,14,,,0,【2026年最新】Agentforceの機能一覧｜360・Coworker・Voiceまでを整理,【2026年最新】Agentforceの機能一覧｜360・Coworker・Voiceまでを整理,19,19,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-employee-agent,6815,2026-09-11T18:20:12+09:00,統計46,逆リンク追記,publish_followup,98,10,11,agentforce-data-library,,0,Agentforce Employee Agentとは？社内問い合わせを任せる範囲の決め方,Agentforce Employee Agentとは？社内問い合わせを任せる範囲の決め方,14,15,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-for-sales-sdr-sales-coach,6234,2026-09-11T18:20:33+09:00,統計46,逆リンク追記,publish_followup,90,11,12,agentforce-deal-notes,,0,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,11,12,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-for-sales-sdr-sales-coach,6234,2026-09-11T18:20:54+09:00,統計46,逆リンク追記,publish_followup,106,12,13,agentforce-sales-dependency,,0,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,12,13,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-usecase-selection,6646,2026-09-11T18:22:02+09:00,統計46,逆リンク追記,publish_followup,104,15,16,agentforce-data-volume,,0,Agentforceのユースケースの選び方は？どの業務から始めるかを決める5つの判断軸,Agentforceのユースケースの選び方は？どの業務から始めるかを決める5つの判断軸,15,16,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-proposal-review,7165,2026-09-12T01:41:17+09:00,統計46,その他,一括スクリプト,839,10,10,,,0,提案のレビューはなぜ遅いのか？プロンプトの前に解く待ち行列の設計と手順,提案のレビューはなぜ遅いのか？プロンプトの前に解く待ち行列の設計と手順,10,10,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-proposal-review,7165,2026-09-12T02:00:44+09:00,統計46,その他,一括スクリプト,-785,10,10,,,0,提案のレビューはなぜ遅いのか？プロンプトの前に解く待ち行列の設計と手順,提案のレビューはなぜ遅いのか？プロンプトの前に解く待ち行列の設計と手順,10,10,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentic-crm-pipeline-stagnation-detection,6406,2026-09-12T18:54:47+09:00,統計46,その他,一括スクリプト,0,4,4,,,1,【2026年最新】Agentic CRMでパイプラインの停滞商談を自律検知する設計と手順,Agentic CRMでパイプラインの停滞商談を自律検知する設計と手順,4,4,タイトルのみ変更（本文の見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-features,6541,2026-09-12T18:58:03+09:00,統計46,見出し反映,一括スクリプト,1,14,14,,,0,【2026年最新】Agentforceの機能一覧｜360・Coworker・Voiceまでを整理,【2026年最新】Agentforceの機能一覧｜360・Coworker・Voiceまでを整理,19,19,H2・H3 の文言が変わった（1本）
agentic-crm-pipeline-kpi-monitoring,6410,2026-09-12T18:58:24+09:00,統計46,見出し反映,一括スクリプト,0,9,9,,,0,Agentic CRMを活用したパイプライン管理のKPI設計と自律モニタリング,Agentic CRMを活用したパイプライン管理のKPI設計と自律モニタリング,9,9,H2・H3 の文言が変わった（1本）
agentic-crm-pipeline-stagnation-detection,6406,2026-09-12T18:58:46+09:00,統計46,見出し反映,一括スクリプト,-2,4,4,,,0,Agentic CRMでパイプラインの停滞商談を自律検知する設計と手順,Agentic CRMでパイプラインの停滞商談を自律検知する設計と手順,4,4,H2・H3 の文言が変わった（1本）
hyper-personalization,6235,2026-09-12T18:59:08+09:00,統計46,見出し反映,一括スクリプト,-4,5,5,,,0,ハイパーパーソナライゼーションとは？人手を増やさずBtoBで個別化を実装する設計,ハイパーパーソナライゼーションとは？人手を増やさずBtoBで個別化を実装する設計,7,7,H2・H3 の文言が変わった（2本）
agentforce-roi,6647,2026-09-12T18:59:29+09:00,統計46,見出し反映,一括スクリプト,-1,16,16,,,0,Agentforce ROIの示し方｜総コストの内訳と稟議で通す効果の測り方,Agentforce ROIの示し方｜総コストの内訳と稟議で通す効果の測り方,23,23,H2・H3 の文言が変わった（1本）
agentforce-sales-roleplay,7174,2026-09-14T21:06:09+09:00,統計46,見出し反映,一括スクリプト,4,10,10,,,0,営業ロープレはなぜ意味がないと言われるのか？練習する場面の選び方と設計,営業ロープレはなぜ意味がないと言われるのか？練習する場面の選び方と設計,10,10,H2・H3 の文言が変わった（2本）
agentforce-no-code-scope,7192,2026-09-14T21:06:11+09:00,統計46,見出し反映,一括スクリプト,7,10,10,,,0,Agentforceの設定に開発は要るのか？営業部門だけで持てる範囲の線引き,Agentforceの設定に開発は要るのか？営業部門だけで持てる範囲の線引き,11,11,H2・H3 の文言が変わった（1本）
agentforce-usage,6606,2026-09-14T21:06:14+09:00,統計46,その他,一括スクリプト,11,10,10,,,0,Agentforceの使い方4ステップ｜最初のエージェント1体を作るまでの設定手順,Agentforceの使い方4ステップ｜最初のエージェント1体を作るまでの設定手順,15,15,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-for-sales-sdr-sales-coach,6234,2026-09-14T21:06:17+09:00,統計46,その他,一括スクリプト,7,13,13,,,0,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,13,13,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-for-sales-sdr-sales-coach,6234,2026-09-14T21:07:15+09:00,統計46,その他,一括スクリプト,0,13,13,,,1,Agentforce for Salesとは？SDR・Sales Coachの使い方と営業活用事例,Agentforce for Salesとは？SDRとSales Coachの使い分け,13,13,タイトルのみ変更（本文の見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentic-ai-guide,6404,2026-09-14T21:07:18+09:00,統計46,その他,一括スクリプト,0,11,11,,,1,エージェンティックAIとは？AIエージェントとの違いと仕組み・活用事例をわかりやすく解説,エージェンティックAIとは？AIエージェントとの違いと仕組み・BtoBでの使いどころ,14,14,タイトルのみ変更（本文の見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-use-cases,6603,2026-09-14T21:18:08+09:00,統計46,その他,一括スクリプト,111,17,17,,,0,Agentforce活用事例7選｜成果が出た営業組織に共通する3つの特徴を解説,Agentforce活用事例7選｜成果が出た営業組織に共通する3つの特徴を解説,19,19,本文のみ変更（見出し・リンクは不変）／実施者は記録から確定できないため、同時刻に複数記事が動いた事実で一括と判断
agentforce-einstein-difference,6605,2026-09-15T01:34:07+09:00,統計46,逆リンク追記,publish_followup,125,10,11,salesforce-ai,,0,Salesforce Einsteinとは？Agentforceとの違いと使い分けの判断軸,Salesforce Einsteinとは？Agentforceとの違いと使い分けの判断軸,14,15,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-service-agent,6344,2026-09-15T01:34:10+09:00,統計46,逆リンク追記,publish_followup,101,11,12,agentforce-voice,,0,Agentforce Service Agentとは？チャットボットとの違いと導入設計,Agentforce Service Agentとは？チャットボットとの違いと導入設計,11,12,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentic-crm,6797,2026-09-15T16:51:44+09:00,ピラー,逆リンク追記,publish_followup,97,8,9,agentic-crm-rollout-duration,,0,Agentic CRMとは？AIが動かすCRMの全体像と設計の考え方を解説,Agentic CRMとは？AIが動かすCRMの全体像と設計の考え方を解説,11,12,内部リンクが増え、増えた字数がリンク1本あたり200字以内
hyper-personalization,6235,2026-09-15T16:53:36+09:00,統計46,逆リンク追記,publish_followup,93,5,6,agentic-crm-cs-handback,,0,ハイパーパーソナライゼーションとは？人手を増やさずBtoBで個別化を実装する設計,ハイパーパーソナライゼーションとは？人手を増やさずBtoBで個別化を実装する設計,7,8,内部リンクが増え、増えた字数がリンク1本あたり200字以内
revops-guide,6402,2026-09-15T16:55:22+09:00,統計46,逆リンク追記,publish_followup,103,5,6,agentic-crm-role-design,,0,RevOpsとは？The Modelの分断を解消する組織設計と導入のステップ,RevOpsとは？The Modelの分断を解消する組織設計と導入のステップ,8,9,内部リンクが増え、増えた字数がリンク1本あたり200字以内
revops-guide,6402,2026-09-15T16:56:54+09:00,統計46,逆リンク追記,publish_followup,93,6,7,agentic-crm-churn-signal,,0,RevOpsとは？The Modelの分断を解消する組織設計と導入のステップ,RevOpsとは？The Modelの分断を解消する組織設計と導入のステップ,9,10,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-observability,6644,2026-09-15T16:58:38+09:00,統計46,逆リンク追記,publish_followup,97,14,15,agentic-crm-effect-measurement,,0,【2026年8月時点】Agentforce Observabilityとは？定着と精度を測る指標設計,【2026年8月時点】Agentforce Observabilityとは？定着と精度を測る指標設計,23,24,内部リンクが増え、増えた字数がリンク1本あたり200字以内
hyper-personalization,6235,2026-09-15T17:00:29+09:00,統計46,逆リンク追記,publish_followup,94,6,7,agentic-crm-behavior-data,,0,ハイパーパーソナライゼーションとは？人手を増やさずBtoBで個別化を実装する設計,ハイパーパーソナライゼーションとは？人手を増やさずBtoBで個別化を実装する設計,8,9,内部リンクが増え、増えた字数がリンク1本あたり200字以内
hyper-personalization,6235,2026-09-15T17:02:20+09:00,統計46,逆リンク追記,publish_followup,98,7,8,agentic-crm-lead-follow,,0,ハイパーパーソナライゼーションとは？人手を増やさずBtoBで個別化を実装する設計,ハイパーパーソナライゼーションとは？人手を増やさずBtoBで個別化を実装する設計,9,10,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentic-crm,6797,2026-09-15T22:16:04+09:00,ピラー,逆リンク追記,publish_followup,96,9,10,agentic-crm-migration-decision,,0,Agentic CRMとは？AIが動かすCRMの全体像と設計の考え方を解説,Agentic CRMとは？AIが動かすCRMの全体像と設計の考え方を解説,12,13,内部リンクが増え、増えた字数がリンク1本あたり200字以内
salesforce-data-360,6829,2026-09-15T22:17:42+09:00,統計46,逆リンク追記,publish_followup,103,13,14,agentic-crm-data-deduplication,,0,Data 360（旧Data Cloud）とは？Agentforceに必要な理由と判断軸,Data 360（旧Data Cloud）とは？Agentforceに必要な理由と判断軸,31,32,内部リンクが増え、増えた字数がリンク1本あたり200字以内
buyer-enablement,6724,2026-09-15T22:19:19+09:00,統計46,逆リンク追記,publish_followup,99,5,6,agentic-crm-sales-enablement,,0,バイヤーイネーブルメントとは？AIで購買体験を変える設計と成熟度4段階,バイヤーイネーブルメントとは？AIで購買体験を変える設計と成熟度4段階,7,8,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentic-crm,6797,2026-09-15T22:20:58+09:00,ピラー,逆リンク追記,publish_followup,100,10,11,agentic-crm-upsell-design,,0,Agentic CRMとは？AIが動かすCRMの全体像と設計の考え方を解説,Agentic CRMとは？AIが動かすCRMの全体像と設計の考え方を解説,13,14,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-subagents,7124,2026-09-16T15:54:47+09:00,統計46,逆リンク追記,publish_followup,102,20,21,multi-agent,,0,Agentforceのサブエージェントはどう分ける？分割単位と指示文の線引き,Agentforceのサブエージェントはどう分ける？分割単位と指示文の線引き,23,24,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-employee-agent,6815,2026-09-16T15:56:18+09:00,統計46,逆リンク追記,publish_followup,118,11,12,agentforce-delivery-answer,,0,Agentforce Employee Agentとは？社内問い合わせを任せる範囲の決め方,Agentforce Employee Agentとは？社内問い合わせを任せる範囲の決め方,15,16,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-use-cases,6603,2026-09-16T15:58:17+09:00,統計46,逆リンク追記,publish_followup,93,17,18,agentforce-similar-deals,,0,Agentforce活用事例7選｜成果が出た営業組織に共通する3つの特徴を解説,Agentforce活用事例7選｜成果が出た営業組織に共通する3つの特徴を解説,19,20,内部リンクが増え、増えた字数がリンク1本あたり200字以内
agentforce-testing-center,6643,2026-09-16T16:02:06+09:00,統計46,逆リンク追記,publish_followup,97,13,14,agentforce-error-tolerance,,0,Agentforceテストセンターとは？AIエージェントの品質保証を三層で設計,Agentforceテストセンターとは？AIエージェントの品質保証を三層で設計,20,21,内部リンクが増え、増えた字数がリンク1本あたり200字以内
